txn_id,auth_id,pan,pan_first6,pan_last4,exp_date,card_brand,card_prod,txn_date,txn_time,txn_datetime,amt,curr,bill_amt,bill_curr,txn_type,proc_code,merch_id,merch_name,mcc,merch_city,merch_state,merch_country,merch_zip,term_id,pos_mode,pos_cond,auth_code,resp_code,resp_msg,avs,cvv,acq_id,acq_bin,iss_bin,net_ref,int_fee,net_fee,rrn,trace,batch,settle_date,fraud_flag,3ds,bank_name,data_source,record_created_at
IDBI0000008629,A00008629,453222******1505,453222,1505,0428,VISA,DEBIT,28/12/2025,23:10:57,,5162.81,INR,,,01,000000,M182930,Lala PLC,5311,Kolkata,,IN,386012,T67372,81,00,Z403ZI,00,Insufficient funds,,N,IDBI0001,453224,453222,V501514350,,8.82,R000000008629,008629,6265,29/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.968003
IDBI0000009917,A00009917,453222******3266,453222,3266,0727,VISA,DEBIT,09/12/2025,23:10:58,,9905.97,INR,,,01,000000,M588739,"Sridhar, Kuruvilla and Chowdhury",5999,Delhi,,IN,,T25563,02,00,H826MM,51,Do not honor,N,,IDBI0001,453224,453222,V534418886,47.64,,R000000009917,009917,9099,10/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.082636
IDBI0000007654,A00007654,453221******6785,453221,6785,0228,VISA,DEBIT,2025-12-10,23:10:57,,2293.05,INR,,,00,000000,M693653,"Srinivasan, Srinivasan and Balasubramanian",5921,Ahmedabad,,IN,239849,T50456,81,00,Q287JX,91,Insufficient funds,,,IDBI0001,453224,453221,V774356355,56.19,13.24,R000000007654,007654,3712,11/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.882063
IDBI0000008037,A00008037,411694******8346,411694,8346,0626,VISA,DEBIT,31/12/2025,23:10:57,,1606.83,INR,,,00,000000,M305157,Swaminathan and Sons,,Lucknow,,IN,501489,T72750,05,00,O893KG,91,Insufficient funds,N,U,IDBI0001,453222,411694,V376147689,65.05,5.55,R000000008037,008037,6755,01/01/2026,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.918459
IDBI0000007748,A00007748,453221******7639,453221,7639,0526,VISA,CREDIT,15/12/2025,23:10:57,,9307.29,INR,,,00,000000,M469442,Walla-Panchal,5691,Hyderabad,,IN,143623,T39311,05,00,,05,Approved,Y,N,IDBI0001,453222,453221,V818823968,,17.47,R000000007748,007748,9757,16/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.890303
IDBI0000007688,A00007688,453222******5169,453222,5169,1230,VISA,CREDIT,14/01/2026,23:10:57,,8342.28,INR,,,20,000000,M868634,Sinha-Prakash,5732,Mumbai,,IN,448948,T78304,02,00,W696XQ,05,Approved,,,IDBI0001,453224,453222,V858141295,60.39,,R000000007688,007688,2320,14/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.884644
IDBI0000007615,A00007615,453222******8507,453222,8507,0228,VISA,CREDIT,07/12/2025,23:10:57,,7722.87,INR,,,01,000000,M608751,Kala LLC,,Kolkata,,IN,875641,T77355,02,00,L956JR,05,Do not honor,,U,IDBI0001,453221,453222,V527288107,,5.24,R000000007615,007615,7017,08/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.873843
IDBI0000007608,A00007608,565258******7342,565258,7342,0628,VISA,DEBIT,11/12/2025,23:10:57,,3053.05,INR,,,00,000000,M405647,"Sekhon, Nagarajan and Verma",5651,Delhi,,IN,598489,T24195,05,00,I607YA,91,Insufficient funds,,,IDBI0001,453223,565258,V386594818,83.6,14.63,R000000007608,007608,5346,12/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.873843
IDBI0000007695,A00007695,453221******9057,453221,9057,0729,VISA,CREDIT,2025-12-09,23:10:57,,439.43,INR,,,01,000000,M884600,Arora-Kale,7011,Jaipur,,IN,793158,T76453,05,00,G083NJ,14,Approved,Y,,IDBI0001,453224,453221,V150976033,,,R000000007695,007695,8505,10/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.885692
IDBI0000008981,A00008981,453224******8192,453224,8192,0527,VISA,CREDIT,23/12/2025,23:10:57,,8588.44,INR,,,00,000000,M365551,"Nagar, Varughese and Chowdhury",5732,Lucknow,,IN,794165,T26835,02,00,R238OR,51,Insufficient funds,U,,IDBI0001,453223,453224,V495352458,,5.54,R000000008981,008981,1860,24/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.991258
IDBI0000008715,A00008715,453222******4666,453222,4666,0230,VISA,DEBIT,30/12/2025,23:10:57,,8644.93,INR,,,00,000000,M276250,Mangal PLC,,,,IN,840672,T97596,05,00,,14,Approved,,U,IDBI0001,453224,453222,V335280727,,,R000000008715,008715,7657,31/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.974731
IDBI0000008869,A00008869,453221******7292,453221,7292,1028,VISA,CREDIT,2025-12-08,23:10:57,,3281.77,INR,,,20,000000,M499070,Nath-Verma,5942,Mumbai,,IN,443473,T23484,05,00,S185AH,05,Insufficient funds,N,N,IDBI0001,453221,453221,V926291320,,,R000000008869,008869,2890,09/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.986934
IDBI0000008479,A00008479,453222******2046,453222,2046,1026,VISA,DEBIT,23/12/2025,23:10:57,,6976.57,INR,,,00,000000,M743808,Dua LLC,5732,Ahmedabad,,IN,,T78430,81,00,,00,Approved,N,N,IDBI0001,453223,453222,V348530699,67.65,16.82,R000000008479,008479,8309,24/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.953679
IDBI0000008984,A00008984,588482******2859,588482,2859,0428,VISA,DEBIT,31/12/2025,23:10:57,,9762.18,INR,,,20,000000,M467582,Mannan PLC,,Jaipur,,IN,981631,T43824,02,00,N903KV,05,Do not honor,N,N,IDBI0001,453221,588482,V714674832,62.44,,R000000008984,008984,1796,01/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.991258
IDBI0000009244,A00009244,453224******2321,453224,2321,1226,VISA,DEBIT,17/12/2025,23:10:58,,7293.3,INR,,,01,000000,M109438,,,Jaipur,,IN,848321,T64400,81,00,W895TT,05,Approved,U,M,IDBI0001,453223,453224,V557727852,,13.03,R000000009244,009244,9250,18/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.017037
IDBI0000008941,A00008941,453223******9893,453223,9893,0328,VISA,DEBIT,30/12/2025,23:10:57,,6265.01,INR,,,01,000000,M850173,Bains LLC,,Delhi,,IN,,T75921,81,00,O166WJ,51,Approved,Y,U,IDBI0001,453222,453223,V752002240,88.88,,R000000008941,008941,4313,31/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.991258
IDBI0000008353,A00008353,453222******0426,453222,0426,1229,VISA,DEBIT,07/12/2025,23:10:57,,-8442.71,INR,,,01,000000,M479226,"Lad, Iyengar and Sen",,Bangalore,,IN,559904,T92105,81,00,D715SW,51,Do not honor,N,U,IDBI0001,453222,453222,V638179095,,14.51,R000000008353,008353,4663,08/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000007714,A00007714,453221******5038,453221,5038,0126,VISA,DEBIT,2026-01-03,23:10:57,,5497.69,INR,,,20,000000,M893101,"Prabhakar, Karpe and Panchal",5411,Pune,,IN,765189,T62017,02,00,J746DB,51,Approved,Y,,IDBI0001,453222,453221,V354180172,,,R000000007714,007714,6274,04/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.887206
IDBI0000007517,A00007517,453221******1187,453221,1187,0627,VISA,DEBIT,2025-12-26,23:10:57,,813.84,INR,,,00,000000,M979383,Bora-Jhaveri,5311,Lucknow,,IN,381046,T90931,02,00,R818GC,14,Insufficient funds,,N,IDBI0001,453223,453221,V282524556,,,R000000007517,007517,9035,27/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.870052
IDBI0000008089,A00008089,453221******9404,453221,9404,0430,VISA,CREDIT,31/12/2025,23:10:57,,298.28,INR,,,20,000000,M706971,Raval-Shenoy,5921,,,IN,702667,T70808,81,00,C989OA,51,Insufficient funds,Y,M,IDBI0001,453222,453221,V482773923,,,R000000008089,008089,2781,01/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.919964
IDBI0000008682,A00008682,453223******4578,453223,4578,0230,VISA,CREDIT,2025-12-14,23:10:57,,-4003.39,INR,,,01,000000,M664286,"Sethi, Radhakrishnan and Raja",5411,Pune,,IN,239830,T31630,02,00,D269LF,00,Approved,U,,IDBI0001,453223,453223,V995754716,41.81,9.83,R000000008682,008682,4000,15/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.972227
IDBI0000007865,A00007865,453224******9077,453224,9077,0728,VISA,CREDIT,09/12/2025,23:10:57,,9045.9,INR,,,00,000000,M728759,Som-Bali,5541,,,IN,789734,T55556,05,00,N550DF,14,Approved,N,N,IDBI0001,453224,453224,V141959977,71.01,4.03,R000000007865,007865,2003,10/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.899370
IDBI0000009632,A00009632,453224******3805,453224,3805,0426,VISA,CREDIT,01/01/2026,23:10:58,,2296.75,INR,,,01,000000,M725329,Sachar Inc,5921,Jaipur,,IN,699560,T49348,05,00,P140OY,00,Do not honor,U,,IDBI0001,453224,453224,V425941482,77.42,14.77,R000000009632,009632,5306,02/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.055214
IDBI0000009210,A00009210,113815******8313,113815,8313,1128,VISA,CREDIT,03/01/2026,23:10:58,,4079.04,INR,,,20,000000,M681138,"Sagar, Sridhar and Ahluwalia",5814,Kolkata,,IN,346837,T58278,05,00,R103FD,51,Insufficient funds,U,N,IDBI0001,453221,113815,V181809878,68.97,,R000000009210,009210,5286,04/01/2026,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.010196
IDBI0000007663,A00007663,453224******8856,453224,8856,1030,VISA,DEBIT,09/01/2026,23:10:57,,9157.28,INR,,,01,000000,M645256,Dhingra-Hari,,Chennai,,IN,764019,T50272,05,00,T133XM,14,Approved,U,N,IDBI0001,453222,453224,V663601228,,12.07,R000000007663,007663,3746,31/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.883082
IDBI0000009379,A00009379,453222******1417,453222,1417,0830,VISA,CREDIT,17/12/2025,23:10:58,,8307.18,INR,,,20,000000,M910078,"Naidu, Lalla and Din",4121,Kolkata,,IN,425694,T88194,81,00,O098QB,00,Insufficient funds,N,N,IDBI0001,453224,453222,V994070262,90.97,,R000000009379,009379,9518,18/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.025471
IDBI0000009080,A00009080,453222******9221,453222,9221,1129,VISA,DEBIT,25/12/2025,23:10:58,,7587.99,INR,,,20,000000,M836961,Hari Group,5812,,,IN,700664,T21785,81,00,,91,Do not honor,,N,IDBI0001,453222,453222,V303647235,,,R000000009080,009080,2984,26/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.004488
IDBI0000007946,A00007946,453222******6965,453222,6965,1026,VISA,DEBIT,21/12/2025,23:10:57,,7054.67,INR,,,00,000000,M997394,Bala-Natt,5661,,,IN,333635,T45724,05,00,X711OK,14,Insufficient funds,Y,N,IDBI0001,453221,453222,V953898261,,,R000000007946,007946,1809,22/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.910159
IDBI0000008288,A00008288,453224******2327,453224,2327,0827,VISA,CREDIT,03/01/2026,23:10:57,,5143.7,INR,,,20,000000,M362105,Mahal-Hayer,5814,Kolkata,,IN,394471,T84039,02,00,B299MJ,00,Insufficient funds,Y,M,IDBI0001,453221,453224,V994756336,47.11,9.02,R000000008288,008288,7610,04/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000007887,A00007887,453223******7680,453223,7680,0229,VISA,DEBIT,03/01/2026,23:10:57,,4931.25,INR,,,01,000000,M279770,Edwin-Subramanian,5311,Bangalore,,IN,760975,T14839,05,00,I387QJ,00,Insufficient funds,,U,IDBI0001,453222,453223,V488331433,,14.31,R000000007887,007887,4188,04/01/2026,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.902257
IDBI0000008428,A00008428,453221******1508,453221,1508,0227,VISA,CREDIT,2025-12-27,23:10:57,,9945.29,INR,,,00,000000,M737946,Zacharia-Varkey,5691,Ahmedabad,,IN,883062,T32955,02,00,X490IH,91,Approved,,U,IDBI0001,453223,453221,V413857881,,10.56,R000000008428,008428,6838,28/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.952487
IDBI0000008776,A00008776,453224******2223,453224,2223,0226,VISA,DEBIT,2025-12-07,23:10:57,,2752.84,INR,,,01,000000,M387111,,5812,,,IN,656985,T49642,05,00,J614CY,00,Do not honor,N,M,IDBI0001,453224,453224,V802298888,40.22,8.11,R000000008776,008776,9812,08/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.978735
IDBI0000008679,A00008679,235121******1513,235121,1513,0229,VISA,CREDIT,20/12/2025,23:10:57,,5993.86,INR,,,20,000000,M758137,Sethi Inc,5999,Chennai,,IN,102080,T51543,02,00,V141XE,00,Insufficient funds,Y,U,IDBI0001,453221,235121,V642934691,,,R000000008679,008679,3852,21/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.972227
IDBI0000009052,A00009052,453223******1917,453223,1917,0528,VISA,DEBIT,14/12/2025,23:10:58,,8272.53,INR,,,00,000000,M736486,"Toor, Ranganathan and Sule",,Jaipur,,IN,733948,T82095,05,00,U177WD,00,Do not honor,U,U,IDBI0001,453223,453223,V346083308,45.3,,R000000009052,009052,6199,15/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.003254
IDBI0000007951,A00007951,453221******7791,453221,7791,1130,VISA,CREDIT,29/12/2025,23:10:57,,6920.31,INR,,,01,000000,M857491,Jani-Sidhu,,Mumbai,,IN,352765,T16980,81,00,C194LV,14,Approved,U,U,IDBI0001,453224,453221,V259315056,32.37,16.92,R000000007951,007951,2461,30/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.910159
IDBI0000007938,A00007938,453224******7583,453224,7583,0627,VISA,DEBIT,16/12/2025,23:10:57,,2219.54,INR,,,00,000000,M645889,,5999,Mumbai,,IN,277882,T80999,02,00,,51,Do not honor,U,M,IDBI0001,453222,453224,V208551079,73.07,,R000000007938,007938,2547,17/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.907792
IDBI0000009049,A00009049,453223******2898,453223,2898,1226,VISA,CREDIT,11/12/2025,23:10:58,,5602.09,INR,,,20,000000,M589451,Sunder-Lad,5921,Chennai,,IN,907844,T27180,81,00,E773OO,00,Do not honor,N,,IDBI0001,453222,453223,V766783221,38.69,12.1,R000000009049,009049,3804,12/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.002611
IDBI0000009707,A00009707,453221******3597,453221,3597,0527,VISA,DEBIT,21/12/2025,23:10:58,,418.36,INR,,,20,000000,M147342,,5921,Pune,,IN,407201,T89575,02,00,E159UQ,51,Do not honor,,U,IDBI0001,453224,453221,V149875355,38.96,,R000000009707,009707,2139,22/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.063061
IDBI0000009396,A00009396,453221******0652,453221,0652,0228,VISA,CREDIT,31/12/2025,23:10:58,,361.14,INR,,,20,000000,M452907,"Bawa, Rege and Dyal",4121,Bangalore,,IN,466163,T32133,05,00,K966MJ,51,Approved,U,U,IDBI0001,453224,453221,V384543696,73.19,,R000000009396,009396,9390,01/01/2026,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.029984
IDBI0000009554,A00009554,453224******8683,453224,8683,0128,VISA,CREDIT,10/12/2025,23:10:58,,9651.58,INR,,,20,000000,M445324,"Chawla, Mander and Sant",7011,Mumbai,,IN,181899,T16437,02,00,U856QM,51,Insufficient funds,,,IDBI0001,453224,453224,V177883127,10.71,6.82,R000000009554,009554,2350,11/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.043963
IDBI0000008824,A00008824,453223******4499,453223,4499,1226,VISA,DEBIT,2025-12-21,23:10:57,,3203.86,INR,,,20,000000,M887733,Balan Group,,Kolkata,,IN,624052,T65742,02,00,,00,Approved,N,U,IDBI0001,453222,453223,V359744520,,,R000000008824,008824,5370,22/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.982826
IDBI0000009457,A00009457,453222******6485,453222,6485,1128,VISA,CREDIT,02/01/2026,23:10:58,,7791.98,INR,,,00,000000,M618476,,5921,Bangalore,,IN,509817,T22019,81,00,Q427SH,91,Insufficient funds,U,U,IDBI0001,453221,453222,V479796958,,9.0,R000000009457,009457,1726,03/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.036737
IDBI0000009611,A00009611,453224******5897,453224,5897,0226,VISA,DEBIT,2025-12-11,23:10:58,,9290.53,INR,,,20,000000,M626432,Anand Ltd,5999,Bangalore,,IN,951542,T49701,81,00,M265JB,00,Do not honor,U,U,IDBI0001,453222,453224,V598310909,,19.68,R000000009611,009611,5777,12/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.053063
IDBI0000009702,A00009702,453223******8852,453223,8852,1030,VISA,CREDIT,2025-12-31,23:10:58,,9546.91,INR,,,20,000000,M860204,"Gulati, Vasa and Gade",,Lucknow,,IN,,T45177,05,00,O981AU,91,Approved,N,N,IDBI0001,453222,453223,V789594195,,6.16,R000000009702,009702,6864,01/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.063061
IDBI0000009361,A00009361,453221******6019,453221,6019,0429,VISA,CREDIT,23/12/2025,23:10:58,,615.03,INR,,,20,000000,M352584,Kakar-Singh,5921,Mumbai,,IN,733502,T63530,81,00,F119GR,00,Do not honor,Y,M,IDBI0001,453221,453221,V465807666,,,R000000009361,009361,9081,24/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.025471
IDBI0000007681,A00007681,453222******9227,453222,9227,1130,VISA,DEBIT,30/12/2025,23:10:57,,3920.74,INR,,,01,000000,M314860,"Deshpande, Ramaswamy and Jayaraman",5921,,,IN,822994,T54195,81,00,C393LC,00,Do not honor,,,IDBI0001,453224,453222,V676944618,35.79,7.9,R000000007681,007681,1166,31/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.884644
IDBI0000008755,A00008755,453224******5755,453224,5755,0427,VISA,DEBIT,07/12/2025,23:10:57,,273.62,INR,,,00,000000,M871880,Soman Ltd,5942,Jaipur,,IN,562579,T88955,05,00,,05,Do not honor,Y,M,IDBI0001,453222,453224,V812116818,,18.89,R000000008755,008755,3309,08/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.977735
IDBI0000008778,A00008778,453223******7249,453223,7249,0929,VISA,CREDIT,2025-12-31,23:10:57,,3710.74,INR,,,01,000000,M767292,Dubey LLC,5691,Hyderabad,,IN,340872,T95709,81,00,,14,Approved,,M,IDBI0001,453222,453223,V171844268,66.28,15.89,R000000008778,008778,6366,01/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.978735
IDBI0000009945,A00009945,453224******3119,453224,3119,0430,VISA,DEBIT,04/01/2026,23:10:58,,99.06,INR,,,01,000000,M693407,Boase-Chandra,5541,,,IN,144435,T40732,05,00,C691RG,14,Do not honor,N,,IDBI0001,453224,453224,V101439941,,,R000000009945,009945,1088,05/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.084646
IDBI0000009545,A00009545,453223******4352,453223,4352,0127,VISA,CREDIT,07/12/2025,23:10:58,,7661.01,INR,,,20,000000,M635389,"Chada, Bassi and Srivastava",7011,,,IN,575093,T32208,02,00,P828AD,14,Do not honor,,U,IDBI0001,453222,453223,V967653390,,5.09,R000000009545,009545,3720,08/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.043963
IDBI0000008543,A00008543,453223******0471,453223,0471,0930,VISA,DEBIT,2025-12-07,23:10:57,,9474.29,INR,,,00,000000,M306839,Ratta Group,5999,Ahmedabad,,IN,172479,T40538,05,00,K076UU,51,Insufficient funds,N,,IDBI0001,453221,453223,V341578275,,18.14,R000000008543,008543,8646,08/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.960367
IDBI0000009865,A00009865,453222******2542,453222,2542,1030,VISA,DEBIT,08/12/2025,23:10:58,,8143.25,INR,,,01,000000,M788480,Butala-Nagarajan,5541,Kolkata,,IN,931861,T58086,81,00,F106LX,05,Approved,,N,IDBI0001,453224,453222,V158898829,49.81,15.73,R000000009865,009865,9889,09/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.077137
IDBI0000009357,A00009357,453223******9563,453223,9563,0429,VISA,CREDIT,20/12/2025,23:10:58,,-8604.58,INR,,,00,000000,M526148,Chandra Ltd,5411,Chennai,,IN,275373,T66065,02,00,P266UA,91,Do not honor,,,IDBI0001,453224,453223,V214663236,30.46,,R000000009357,009357,9044,21/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.025471
IDBI0000007785,A00007785,453222******4882,453222,4882,0127,VISA,DEBIT,12/12/2025,23:10:57,,-9872.42,INR,,,00,000000,M470528,,5942,Hyderabad,,IN,531192,T41447,05,00,G710VW,00,Approved,,M,IDBI0001,453222,453222,V660735531,,,R000000007785,007785,5301,13/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.892713
IDBI0000009900,A00009900,453221******7316,453221,7316,1229,VISA,DEBIT,25/12/2025,23:10:58,,8463.03,INR,,,20,000000,M663687,Parmer Group,,Chennai,,IN,882523,T26289,05,00,B190JP,14,Approved,U,,IDBI0001,453223,453221,V599248216,27.6,,R000000009900,009900,1866,26/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.080246
IDBI0000008889,A00008889,453222******7729,453222,7729,0630,VISA,DEBIT,24/12/2025,23:10:57,,586.8,INR,,,00,000000,M457089,Majumdar PLC,5921,Mumbai,,IN,305377,T49073,02,00,F133DK,51,Approved,N,,IDBI0001,453223,453222,V744357475,89.5,8.12,R000000008889,008889,8153,25/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.988444
IDBI0000008764,A00008764,453224******6995,453224,6995,1126,VISA,CREDIT,09/12/2025,23:10:57,,2726.8,INR,,,00,000000,M922666,,5691,Mumbai,,IN,810512,T13919,81,00,B311BF,51,Insufficient funds,,M,IDBI0001,453224,453224,V841799040,,,R000000008764,008764,2452,10/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.978735
IDBI0000009216,A00009216,453222******1729,453222,1729,0326,VISA,DEBIT,03/01/2026,23:10:58,,828.96,INR,,,20,000000,M455470,Dua-Peri,5651,,,IN,834831,T52052,05,00,,00,Approved,,M,IDBI0001,453223,453222,V910273852,51.02,7.18,R000000009216,009216,5562,04/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.010196
IDBI0000008911,A00008911,453222******1750,453222,1750,1128,VISA,DEBIT,10/12/2025,23:10:57,,7236.03,INR,,,01,000000,M455686,"Thakur, Sawhney and Dora",,,,IN,402600,T36698,02,00,M569ZQ,14,Approved,Y,N,IDBI0001,453222,453222,V324933430,,11.53,R000000008911,008911,7873,11/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.991258
IDBI0000009059,A00009059,453222******8254,453222,8254,0328,VISA,CREDIT,09/12/2025,23:10:58,,6513.67,INR,,,01,000000,M291860,,5411,Mumbai,,IN,246793,T41754,05,00,,14,Insufficient funds,Y,,IDBI0001,453223,453222,V782947935,63.44,,R000000009059,009059,3442,10/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.003254
IDBI0000009219,A00009219,453224******1847,453224,1847,0227,VISA,CREDIT,19/12/2025,23:10:58,,4973.03,INR,,,01,000000,M428372,Rajan-Dani,5411,Kolkata,,IN,616816,T96034,81,00,V268OE,00,Approved,U,M,IDBI0001,453224,453224,V172589659,,,R000000009219,009219,9923,20/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.015408
IDBI0000009408,A00009408,453224******2531,453224,2531,1027,VISA,DEBIT,17/12/2025,23:10:58,,2150.93,INR,,,20,000000,M815659,"Anne, Dugal and Baral",,,,IN,441889,T28989,05,00,I181FQ,00,Insufficient funds,,,IDBI0001,453223,453224,V385316389,,6.61,R000000009408,009408,3616,18/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.029984
IDBI0000009768,A00009768,453221******9831,453221,9831,0930,VISA,DEBIT,2025-12-30,23:10:58,,8869.19,INR,,,00,000000,M217441,"Venkatesh, Mallick and Deep",5691,Pune,,IN,668597,T27992,02,00,J778XC,00,Do not honor,N,U,IDBI0001,453221,453221,V437262906,73.4,,R000000009768,009768,2675,31/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.070377
IDBI0000008803,A00008803,453221******4485,453221,4485,0526,VISA,DEBIT,12/12/2025,23:10:57,,9208.68,INR,,,01,000000,M240596,Khalsa-Varghese,5541,Kolkata,,IN,890574,T75660,81,00,R053AV,51,Insufficient funds,,,IDBI0001,453222,453221,V826053115,,2.54,R000000008803,008803,5154,13/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.981243
IDBI0000008441,A00008441,453221******2150,453221,2150,0729,VISA,DEBIT,02/01/2026,23:10:57,,5889.7,INR,,,00,000000,M876529,"Dara, Oommen and Ghosh",5311,Chennai,,IN,,T29947,02,00,B903AM,05,Insufficient funds,N,,IDBI0001,453223,453221,V502628570,82.69,,R000000008441,008441,1218,03/01/2026,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.953679
IDBI0000009347,A00009347,737894******1448,737894,1448,0126,VISA,CREDIT,2025-12-18,23:10:58,,-6529.93,INR,,,20,000000,M131913,"Gulati, Som and Sibal",7011,,,IN,,T98174,02,00,R428KY,91,Do not honor,N,M,IDBI0001,453223,737894,V805277228,11.6,6.82,R000000009347,009347,3833,19/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.025471
IDBI0000009734,A00009734,625815******3292,625815,3292,1129,VISA,CREDIT,28/12/2025,23:10:58,,5403.17,INR,,,01,000000,M200651,"Ray, Rajan and Randhawa",7011,,,IN,514341,T90597,05,00,G260NV,51,Approved,U,U,IDBI0001,453224,625815,V158244899,,,R000000009734,009734,2206,29/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.067809
IDBI0000009424,A00009424,453224******6662,453224,6662,0829,VISA,DEBIT,2026-01-02,23:10:58,,5348.29,INR,,,20,000000,M261143,Varughese-Sama,,Lucknow,,IN,254105,T24724,02,00,J436HJ,14,Insufficient funds,N,,IDBI0001,453221,453224,V596793041,17.17,8.48,R000000009424,009424,1874,03/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.032787
IDBI0000009612,A00009612,453224******0217,453224,0217,0728,VISA,CREDIT,07/12/2025,23:10:58,,6551.03,INR,,,00,000000,M978468,Narula-Bail,,Ahmedabad,,IN,967093,T68506,02,00,,14,Do not honor,U,M,IDBI0001,453221,453224,V315459323,,,R000000009612,009612,1144,08/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.053063
IDBI0000008686,A00008686,453221******0399,453221,0399,0628,VISA,DEBIT,08/12/2025,23:10:57,,870.78,INR,,,00,000000,M444233,,5814,Lucknow,,IN,230895,T80586,81,00,,05,Insufficient funds,,U,IDBI0001,453222,453221,V796064887,75.63,13.81,R000000008686,008686,9149,09/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.972227
