txn_reference_number,authorization_id,card_number,card_bin,card_last_digits,card_expiry_mmyy,card_type,card_scheme,transaction_date,transaction_time,transaction_timestamp,transaction_amount,transaction_currency,billing_amount,billing_currency,transaction_type_code,transaction_type_desc,processing_code,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city,merchant_state,merchant_country,merchant_postal_code,merchant_address,terminal_id,pos_entry_mode,pos_condition_code,card_present_flag,auth_code,response_code,response_message,auth_date,avs_result,cvv_result,cvv_provided,acquirer_id,acquirer_bin,issuer_bin,network_reference,interchange_fee,service_tax,network_fee,retrieval_reference_number,trace_number,batch_number,settlement_date,fraud_score,risk_category,3ds_authenticated,3ds_version,bank_name,data_source,record_created_at
CITI0000000574,AUTH00000574,453243******9948,453243,9948,02/30,MASTERCARD,DEBIT,2025-12-26,04:30:29,2025-12-26T04:30:29.762220,23982.5,AED,12033.92,USD,9.0,VOID,10000.0,CITI469403,"Prashad, Sunder and Patel",5814.0,,Nagpur,Sikkim,ARE,691180.0,,TRM40521,7.0,6.0,N,A714EY,0,,2025-12-26,A,,N,CITI0001,453243.0,453243,VISA132878937,137.56,,20.22,REF000000000574,574.0,,2025-12-29,,MEDIUM,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000575,AUTH00000575,453244******4752,453244,4752,11/32,VISA,CREDIT,2025-12-02,04:30:29,2025-12-02T04:30:29.762220,7043.58,INR,10317.48,,1.0,CASH_WITHDRAWAL,90000.0,,"Salvi, Venkatesh and Aggarwal",5661.0,,Lucknow,,GBR,828732.0,"H.No. 01
Kurian Road",TRM34772,5.0,1.0,Y,A754FC,0,,2025-12-02,P,P,Y,CITI0001,453241.0,453244,VISA715563763,167.15,44.76,18.68,REF000000000575,575.0,B1144,2025-12-04,100.0,,A,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000675,AUTH00000576,969361******1637,969361,1637,,AMEX,CREDIT,2025-12-11,04:30:29,2025-12-11T04:30:29.762220,-9556.8,GBP,,EUR,21.0,VOID,10000.0,CITI544237,UNKNOWN MERCHANT,7011.0,,Delhi,,IND,123.0,"51, Madan Nagar",TRM98710,7.0,2.0,N,A823RE,0,,2025-12-11,Y,,Y,CITI0001,453245.0,969361,VISA895662733,16.87,33.57,,REF000000000576,576.0,B2699,2025-12-10,,HIGH,,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000577,AUTH00000577,453243******4185,453243,4185,11/27,DISCOVER,DEBIT,2025-12-30,04:30:29,2025-12-30T04:30:29.762220,12988.67,INR,,,1.0,CASH_WITHDRAWAL,90000.0,CITI885793,,5814.0,,Kochi,Haryana,IND,887912.0,,TRM23887,7.0,8.0,N,A583AD,0,,2025-12-30,U,M,Y,CITI0001,453245.0,453243,VISA879494591,,,,REF000000000577,577.0,B9822,2026-01-02,,,,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000578,AUTH00000578,453244******5299,453244,5299,01/29,DISCOVER,PREPAID,2025-11-07,04:30:29,2025-11-07T04:30:29.762220,19196.56,INR,12475.69,,1.0,,90000.0,,,,,Indore,Punjab,ARE,138767.0,"H.No. 96
Grewal Ganj",TRM45540,5.0,8.0,Y,A734PR,0,,2025-11-07,U,P,N,CITI0001,453245.0,453244,VISA144372946,27.56,40.83,14.34,REF000000000578,578.0,B4135,2025-11-10,96.0,HIGH,Y,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000579,AUTH00000579,453245******5979,453245,5979,10/27,AMEX,CREDIT,2025-12-17,04:30:29,2025-12-17T04:30:29.762220,4667.59,INR,,,0.0,REFUND,10000.0,CITI737885,Bava-Venkatesh,5311.0,,Kolkata,,GBR,102541.0,,TRM11352,10.0,8.0,N,A949EY,5,,2025-12-17,P,U,,CITI0001,453244.0,453245,VISA892010446,,7.54,,REF000000000579,579.0,B5475,2025-12-18,,,,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
,AUTH00000580,284853******3151,284853,3151,05/30,VISA,CREDIT,2025-12-26,04:30:29,2025-12-26T04:30:29.762220,22482.99,INR,,,0.0,ERROR,10000.0,CITI427727,,5411.0,,Lucknow,Haryana,ARE,922742.0,,TRM47465,5.0,6.0,Y,A260RO,76,,2025-12-26,E,,N,CITI0001,453244.0,284853,VISA801777547,156.38,12.85,,REF000000000580,580.0,B9062,2025-12-27,85.0,,,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000581,,3992944,399294,2944,04/29,MASTERCARD,DEBIT,2025-12-05,00:00:00,2025-12-05T04:30:29.762220,0.44,INR,,INR,21.0,VOID,90000.0,CITI913178,"Rastogi, Deshpande and Kapur",,,Chandigarh,Nagaland,US,,,TRM33935,81.0,1.0,N,AAAAAA,57,,2025-12-05,Y,M,,CITI0001,453244.0,399294,VISA194179588,,,14.26,REF000000000581,581.0,B6870,2025-12-07,,HIGH,Y,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000285,AUTH00000582,453243******8827,453243,8827,04/31,DISCOVER,DEBIT,2025-12-31,04:30:29,2025-12-31T04:30:29.762220,21462.2,INR,,,9.0,CASH_WITHDRAWAL,90000.0,CITI493276,,,,Kolkata,,SGP,740738.0,,TRM12217,10.0,1.0,N,DECLINED,0,,2025-12-31,Y,U,N,CITI0001,453246.0,453243,VISA414101401,79.8,23.01,22.92,REF000000000582,582.0,B7254,2026-01-02,,MEDIUM,,,CITI,CITI_BANK,2026-01-05T04:30:29.762220
,AUTH00000583,999999******9999,999999,9999,07/27,AMEX,UNKNOWN,2025-12-21,04:30:29,2025-12-21T04:30:29.762220,24195.01,INR,14180.13,,0.0,PURCHASE,0.0,M51,"Malhotra, Chakraborty and Pillai",,,Lucknow,Chhattisgarh,USA,,,TRM57427,10.0,6.0,N,,65,,2025-12-21,N,U,,CITI0001,453241.0,999999,VISA428276991,,,3.09,REF000000000583,583.0,B9226,2025-12-22,999.0,LOW,Y,2.1,CITI,CITI_BANK,2026-01-05T04:30:29.762220
CITI0000000584,AUTH00000584,770960******4190,770960,4190,03/31,DISCOVER,CREDIT,2025-12-27,04:30:29,2025-12-27T04:30:29.762220,11535.51,INR,,EUR,21.0,VOID,0.0,CITI878097,Mall Group,5732.0,,,Nagaland,SGP,957319.0,,TRM91819,7.0,8.0,N,A541RK,0,,2025-12-27,,S,Y,CITI0001,453244.0,770960,VISA744280066,125.87,6.35,20.0,REF000000000584,584.0,,2025-12-29,62.0,,Y,,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000585,AUTH00000585,453242******7221,453242,7221,04/29,VISA,DEBIT,2025-11-23,04:30:29,2025-11-23T04:30:29.763725,5932.27,INR,9509.38,,0.0,REFUND,20000.0,CITI235676,Johal Ltd,7523.0,,Kolkata,Meghalaya,SGP,128290.0,"H.No. 97
Pandya Circle",TRM33823,90.0,6.0,N,A455RE,0,,2025-11-23,,N,Y,CITI0001,453245.0,453242,VISA921902597,24.65,12.42,,REF000000000585,585.0,B6956,2025-11-24,,LOW,A,,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000586,AUTH00000586,453241******1004,453241,1004,01/32,MASTERCARD,PREPAID,2025-12-09,04:30:29,2025-12-09T04:30:29.763725,20882.27,INR,,,21.0,PURCHASE,0.0,CITI887507,Sarna and Sons,,,Delhi,,GBR,701128.0,"87/371
Hans Path",TRM18915,7.0,8.0,Y,A034PV,0,,2025-12-09,S,P,Y,CITI0001,453241.0,453241,VISA588392319,,38.39,,REF000000000586,586.0,B3573,2025-12-10,,,A,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000587,AUTH00000587,453243******6140,453243,6140,10/26,DISCOVER,DEBIT,2025-12-27,04:30:29,2025-12-27T04:30:29.763725,13491.99,INR,18924.84,,0.0,PURCHASE,90000.0,CITI103465,"Golla, Kakar and Garde",,,Kolkata,Goa,USA,179727.0,,TRM10794,2.0,1.0,N,A833EU,51,,2025-12-27,S,S,N,CITI0001,453241.0,453243,VISA326817666,101.36,15.17,,REF000000000587,587.0,B4591,2025-12-29,4.0,,,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000588,AUTH00000588,453244******2402,453244,2402,07/30,VISA,PREPAID,2025-12-02,04:30:29,2025-12-02T04:30:29.763725,3924.58,INR,124.25,,9.0,VOID,20000.0,CITI470028,"Hari, Char and Seth",5661.0,,Chandigarh,Assam,GBR,,,TRM97481,81.0,6.0,N,A187OT,0,,2025-12-02,U,P,N,CITI0001,453242.0,453244,VISA639550480,,16.64,,REF000000000588,588.0,B6848,2025-12-03,,MEDIUM,A,2.1,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000589,AUTH00000589,453242******6600,453242,6600,08/29,DISCOVER,PREPAID,2025-11-17,04:30:29,2025-11-17T04:30:29.763725,14930.71,INR,7714.29,,21.0,CASH_WITHDRAWAL,20000.0,CITI283493,Choudhury Group,5942.0,,,,GBR,904530.0,,TRM16953,81.0,6.0,N,A463MQ,0,,2025-11-17,P,S,Y,CITI0001,453243.0,453242,VISA217713552,,37.65,13.72,REF000000000589,589.0,B7541,2025-11-18,97.0,,Y,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000590,AUTH00000590,453243******2953,453243,2953,10/30,MASTERCARD,PREPAID,2025-11-08,04:30:29,2025-11-08T04:30:29.763725,12456.74,INR,,INR,1.0,PREAUTH,20000.0,CITI205488,,,,Pune,,USA,303472.0,"883, Mann Marg",TRM35663,5.0,8.0,N,A929BO,0,,2025-11-08,S,N,N,CITI0001,453244.0,453243,VISA686757757,143.42,38.75,4.91,REF000000000590,590.0,B7540,2025-11-11,74.0,,,,CITI,CITI_BANK,2026-01-05T04:30:29.763725
,,000000******0000,0,0,EXPIRED,MASTERCARD,CREDIT,2025-11-27,04:30:29,2025-11-27T04:30:29.763725,24171.15,INR,,EUR,0.0,,20000.0,CITI523684,,1234.0,,Delhi,,ARE,754639.0,,TRM71906,90.0,2.0,Y,A548LM,0,,2025-11-27,,P,N,CITI0001,453245.0,0,VISA340763718,64.62,25.16,,REF000000000591,591.0,B2103,2025-11-28,,,U,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.763725
,AUTH00000592,000000******0000,0,0,03/27,AMEX,DEBIT,2025-12-28,04:30:29,2025-12-28T04:30:29.763725,16691.49,INR,,,9.0,PREAUTH,90000.0,CITI780840,,5942.0,,Delhi,Assam,,930146.0,,TRM42084,81.0,2.0,Y,A728VV,0,,2025-12-28,R,M,N,CITI0001,453246.0,0,VISA530968817,,5.34,5.65,REF000000000592,592.0,B5568,2025-12-29,,,A,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000593,AUTH00000593,453244******6325,453244,6325,01/28,AMEX,DEBIT,2025-11-21,04:30:29,2025-11-21T04:30:29.763725,23051.29,INR,16036.36,USD,9.0,REFUND,0.0,CITI402424,Chowdhury-Dhillon,5812.0,,Mumbai,,ARE,660464.0,"81/047, Agate Street",TRM21700,7.0,6.0,Y,A189WU,51,,2025-11-21,,P,N,CITI0001,453241.0,453244,VISA443805158,9.45,,,REF000000000593,593.0,B8173,2025-11-24,14.0,LOW,A,2.0,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000594,AUTH00000594,453245******1155,453245,1155,05/28,AMEX,DEBIT,2025-12-23,04:30:29,2025-12-23T04:30:29.763725,11288.98,INR,14395.21,,0.0,VOID,0.0,,Srivastava-Grewal,,,,Karnataka,SGP,476746.0,"53/980, Sunder Zila",TRM57306,5.0,2.0,N,,0,,2025-12-23,A,,Y,CITI0001,453244.0,453245,VISA797614533,,45.2,,REF000000000594,594.0,B2515,2025-12-24,,,U,,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000595,AUTH00000595,453241******6924,453241,6924,12/28,VISA,DEBIT,2026-01-05,04:30:29,2026-01-05T04:30:29.763725,-147.68,GBP,,,1.0,VOID,20000.0,CITI447117,Brar and Sons,5651.0,,Pune,,SGP,473754.0,,TRM14481,90.0,6.0,N,A319JV,0,,2026-01-05,P,U,N,CITI0001,453241.0,453241,VISA385732923,56.55,,20.71,REF000000000595,595.0,B4405,2026-01-06,13.0,,,2.1,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000596,AUTH00000596,453241******7429,453241,7429,04/22,VISA,CREDIT,2025-12-03,04:30:29,2025-12-03T04:30:29.763725,7637.84,INR,6196.09,,1.0,PURCHASE,90000.0,CITI185893,Shere-Mohanty,,,,Haryana,ARE,,,TRM79453,5.0,8.0,N,A458HH,5,,2025-12-03,A,,,CITI0001,453241.0,453241,VISA840004514,,,,REF000000000596,596.0,B3286,2025-12-06,,HIGH,,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000597,AUTH00000597,453242******3845,453242,3845,12/27,VISA,CREDIT,2025-11-30,04:30:29,2025-11-30T04:30:29.763725,363.0,INR,9978.43,INR,9.0,,10000.0,CITI983336,Bhakta PLC,5812.0,,,,GBR,729466.0,,TRM39794,5.0,8.0,N,A091PC,0,,2025-11-30,U,P,N,CITI0001,453246.0,453242,VISA357820327,,,27.03,REF000000000597,597.0,B2460,2025-12-01,90.0,,,,CITI,CITI_BANK,2026-01-05T04:30:29.763725
CITI0000000598,AUTH00000598,453244******6508,453244,6508,04/29,VISA,PREPAID,2025-12-01,04:30:29,2025-12-01T04:30:29.763725,3596.24,INR,,,9.0,CASH_WITHDRAWAL,20000.0,CITI250809,Wason Group,5311.0,,Hyderabad,,ARE,385806.0,"65/77
Sane Marg",TRM39433,90.0,0.0,Y,A496KI,0,,2025-12-01,,,Y,CITI0001,453243.0,453244,VISA387843964,190.29,31.04,27.62,REF000000000598,598.0,,2025-12-03,,,U,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000599,AUTH00000599,453242******3769,453242,3769,10/28,AMEX,DEBIT,2025-12-31,04:30:29,2025-12-31T04:30:29.765848,4866.44,INR,21149.24,,0.0,VOID,0.0,CITI468157,"Gill, Sama and Narang",5942.0,,Mumbai,,SGP,,,TRM39534,2.0,0.0,Y,A488YY,0,,2025-12-31,P,M,N,CITI0001,453242.0,453242,VISA567920525,47.2,,21.4,REF000000000599,599.0,B8737,2026-01-01,,,N,2.1,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000600,AUTH00000600,453244******3744,453244,3744,01/29,MASTERCARD,PREPAID,2025-11-07,04:30:29,2025-11-07T04:30:29.765848,14708.11,INR,,EUR,20.0,REFUND,10000.0,,Mitter and Sons,4900.0,,Chennai,Rajasthan,GBR,,,TRM76744,5.0,8.0,Y,A910KB,0,,2025-11-07,N,,Y,CITI0001,453246.0,453244,VISA826727958,,29.29,7.43,REF000000000600,600.0,B1588,2025-11-08,,,U,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000601,AUTH00000601,453242******1068,453242,1068,09/31,DISCOVER,CREDIT,2025-11-24,04:30:29,2025-11-24T04:30:29.765848,3179.97,INR,,EUR,9.0,VOID,0.0,CITI647239,Amble-Koshy,5661.0,,,Chhattisgarh,IND,,,TRM47424,2.0,8.0,N,A181YE,96,,2025-11-24,N,M,Y,CITI0001,453246.0,453242,VISA614944974,161.81,42.48,14.6,REF000000000601,601.0,B4727,2025-11-26,,HIGH,,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000206,AUTH00000602,453246******7590,453246,7590,12/31,DISCOVER,CREDIT,2025-11-27,25:00:00,2025-11-27T04:30:29.765848,10742.91,₹,-283.47,,21.0,PREAUTH,20000.0,CITI535468,Mani-Nagy,5912.0,,Kochi,West Bengal,GBR,941958.0,"H.No. 685
Bose Street",TRM77224,90.0,1.0,N,A820CU,0,,2025-11-27,,U,N,CITI0001,453245.0,453246,VISA440521001,158.91,,19.41,REF000000000602,602.0,,2025-11-28,78.0,HIGH,U,2.0,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000603,AUTH00000603,453242******6615,453242,6615,04/30,MASTERCARD,DEBIT,2025-11-14,04:30:29,2025-11-14T04:30:29.765848,22503.7,GBP,,EUR,21.0,PREAUTH,20000.0,CITI699945,Narayan Group,5661.0,,Kolkata,Haryana,IND,,,TRM47316,2.0,1.0,N,A613BE,0,,2025-11-14,P,,Y,CITI0001,453241.0,453242,VISA140255712,80.99,39.51,,REF000000000603,603.0,,2025-11-16,,,A,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.765848
604,AUTH00000604,453244******5114,453244,5114,00/00,AMEX,CREDIT,2026-01-01,04:30:29,2026-01-01T04:30:29.765848,15988.79,INR,10512.98,,1.0,PREAUTH,0.0,CITI937175,Ramaswamy-Patla,0.0,,Pune,Gujarat,GBR,552140.0,,TRM46370,7.0,6.0,N,A700YS,0,,2026-01-01,,,,CITI0001,999999.0,453244,VISA161919727,,45.87,15.11,REF000000000604,604.0,B6219,2026-01-03,64.0,,,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000605,AUTH00000605,453244******0408,453244,408,10/29,VISA,DEBIT,2025-12-04,04:30:29,2025-12-04T04:30:29.765848,10966.08,INR,17188.3,EUR,1.0,CASH_WITHDRAWAL,0.0,CITI577582,"Bumb, Rajagopalan and Vora",5814.0,,Delhi,Himachal Pradesh,IND,607162.0,"H.No. 25, Babu Marg",TRM19627,5.0,0.0,N,A960GP,0,,2025-12-04,,M,Y,CITI0001,453243.0,453244,VISA431300050,,,2.34,REF000000000605,605.0,B7709,2025-12-07,32.0,,Y,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000606CITI0000000606,AUTH00000606,000000******0000,0,0,06/22,MASTERCARD,PREPAID,,04:30:29,2025-11-14T04:30:29.765848,12283.97,INR,,,1.0,,90000.0,CITI410180,Datta-Ahluwalia,5411.0,,Delhi,Karnataka,ARE,,"H.No. 984
Ratti Path",TRM62308,7.0,8.0,Y,A889YZ,0,,2025-11-14,A,U,Y,CITI0001,453243.0,0,VISA669403166,,,19.69,REF000000000606,606.0,B7322,2025-11-16,,,,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000607,AUTH00000607,453246******3404,453246,3404,01/29,VISA,DEBIT,2025-11-08,04:30:29,2025-11-08T04:30:29.765848,12162.51,INR,,,9.0,REFUND,20000.0,CITI463362,,,,Bangalore,Nagaland,SGP,,"96
Srivastava Nagar",TRM75592,90.0,0.0,N,,91,,2025-11-08,E,S,N,CITI0001,453245.0,453246,VISA809687405,,,,REF000000000607,607.0,B1403,2025-11-11,73.0,,A,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000608,AUTH00000608,999999******9999,999999,9999,09/29,MASTERCARD,CREDIT,2025-12-15,04:30:29,2025-12-15T04:30:29.765848,,INR,13010.87,,1.0,VOID,0.0,CITI174642,Doctor-Chaudhry,5812.0,,Kolkata,Goa,GBR,,,TRM34296,90.0,1.0,,,79,,2025-12-15,,S,N,CITI0001,453242.0,999999,VISA888790988,,,,REF000000000608,608.0,B5933,2025-12-18,13.0,,U,,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000609,AUTH00000609,453246******7383,453246,7383,03/32,AMEX,CREDIT,2025-12-18,04:30:29,2025-12-18T04:30:29.765848,3714.5,INR,,,9.0,,10000.0,CITI177072,Kari Group,7011.0,,Indore,,ARE,530951.0,"36
Master Nagar",TRM61449,81.0,2.0,Y,A614HD,96,,2025-12-18,P,S,,CITI0001,453241.0,453246,VISA471069823,,34.31,,REF000000000609,609.0,B6735,2025-12-20,38.0,HIGH,Y,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000610,AUTH00000610,453246******4256,453246,4256,09/31,MASTERCARD,DEBIT,2026-05-08,04:30:29,2026-05-08T04:30:29.765848,15097.17,INR,14064.72,,1.0,,0.0,CITI847223,Mandal-Ray,7011.0,,Mumbai,,ARE,920145.0,,TRM42604,10.0,2.0,Y,A532DR,0,,2026-05-08,,N,,CITI0001,453246.0,453246,VISA549240519,,3.76,,REF000000000610,610.0,B8171,2026-05-10,84.0,MEDIUM,N,2.2,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000611,AUTH00000611,387847******4355,387847,4355,08/22,AMEX,DEBIT,2025-12-05,04:30:29,2025-12-05T04:30:29.765848,3016.47,INR,16124.76,USD,9.0,CASH_WITHDRAWAL,10000.0,CITI255305,Sarin-Prabhakar,5661.0,,Pune,Goa,USA,211742.0,,TRM73465,5.0,0.0,Y,A525TS,0,,2025-12-05,,S,,CITI0001,453244.0,387847,VISA375723051,191.52,,,REF000000000611,611.0,B5040,2025-12-07,72.0,,U,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000612,AUTH00000612,453243******1473,453243,1473,10/26,DISCOVER,CREDIT,2026-01-03,04:30:29,2026-01-03T04:30:29.765848,2984.99,INR,,EUR,1.0,CASH_WITHDRAWAL,20000.0,CITI678126,Mutti LLC,,,Chandigarh,Karnataka,SGP,942720.0,,TRM75284,5.0,1.0,N,A465WR,5,,2026-01-03,Y,S,Y,CITI0001,453242.0,453243,VISA485266389,,,25.87,REF000000000612,612.0,B9069,2026-01-04,,,,2.0,CITI,CITI_BANK,2026-01-05T04:30:29.765848
CITI0000000613,AUTH00000613,453241******2562,453241,2562,12/26,DISCOVER,PREPAID,2025-12-19,04:30:29,2025-12-19T04:30:29.765848,22880.29,USD,,,0.0,REFUND,10000.0,CITI754098,Dutt Ltd,,,Nagpur,,ARE,578010.0,"H.No. 759
Palla Zila",TRM70935,2.0,8.0,Y,A032EP,0,,2025-12-19,A,N,,CITI0001,453241.0,453241,VISA520641185,,,7.49,REF000000000613,613.0,B3126,2025-12-21,,LOW,N,,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000614,AUTH00000614,453243******6205,453243,6205,08/29,AMEX,CREDIT,2025-11-28,04:30:29,2025-11-28T04:30:29.767853,24185.77,EUR,,INR,1.0,CASH_WITHDRAWAL,20000.0,CITI674985,Bahl-Anne,,,Chandigarh,,GBR,182045.0,,TRM30141,2.0,1.0,N,A864UA,51,,2025-11-28,A,N,N,CITI0001,453242.0,453243,VISA526625107,,,29.29,REF000000000614,614.0,,2025-12-01,,,U,,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000615CITI0000000615,AUTH00000615,000000******0000,0,0,05/26,VISA,DEBIT,2025-12-25,04:30:29,2025-12-25T04:30:29.767853,13184.0,INR,,INR,20.0,,10000.0,CITI538636,,7011.0,,,,ARE,638231.0,,TRM45210,5.0,0.0,0,,88,,2025-12-25,R,,0,CITI0001,453243.0,0,VISA442718874,,,24.76,REF000000000615,615.0,,2025-12-28,,,A,0.0,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000616,AUTH00000616,453246******0213,453246,213,03/30,VISA,CREDIT,2025-12-05,04:30:29,2025-12-05T04:30:29.767853,5993.25,INR,,,0.0,,10000.0,CITI969375,"Kurian, Chakraborty and Sem",5651.0,,Kochi,Kerala,IND,112996.0,,TRM36560,7.0,6.0,Y,A205HU,0,,2025-12-05,P,,Y,CITI0001,453244.0,453246,VISA891202191,,,21.15,REF000000000616,616.0,B1170,2025-12-08,,,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000617,AUTH00000617,453241******3125,453241,3125,08/30,MASTERCARD,PREPAID,2025-11-11,04:30:29,2025-11-11T04:30:29.767853,1990.9,INR,,,0.0,REFUND,90000.0,CITI649437,,5411.0,,Hyderabad,Mizoram,GBR,139042.0,"62
Ganesan Path",TRM33143,5.0,1.0,Y,A216NP,0,,2025-11-11,E,M,Y,CITI0001,453243.0,453241,VISA250277609,,16.9,10.15,REF000000000617,617.0,B4753,2025-11-13,5.0,,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.767853
618,AUTH00000618,000000******0000,0,0,11/31,DISCOVER,CREDIT,0000-00-00,04:30:29,2026-01-04T04:30:29.767853,-0.01,GBP,9486.28,INR,0.0,PURCHASE,20000.0,CITI330308,,,,Chennai,West Bengal,ARE,120829.0,,TRM30113,81.0,6.0,Y,A935HU,59,,2026-01-04,E,M,,CITI0001,453246.0,0,VISA577214562,177.66,11.76,8.47,REF000000000618,618.0,,2026-01-07,,MEDIUM,Y,0.0,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000619,AUTH00000619,453245******9739,453245,9739,03/28,DISCOVER,CREDIT,2025-12-03,04:30:29,2025-12-03T04:30:29.767853,15092.13,INR,,,20.0,PURCHASE,20000.0,CITI620106,,6011.0,,Chandigarh,Odisha,GBR,,,TRM35035,7.0,6.0,Y,,0,,2025-12-03,P,U,N,CITI0001,453241.0,453245,VISA217683063,64.38,34.61,3.36,REF000000000619,619.0,B8091,2025-12-06,78.0,,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000620,AUTH00000620,453245******3568,453245,3568,06/26,VISA,CREDIT,2025-11-10,04:30:29,2025-11-10T04:30:29.767853,7033.87,INR,,,20.0,PURCHASE,20000.0,CITI878234,,7011.0,,,,GBR,670313.0,,TRM52372,90.0,0.0,N,A181YI,0,,2025-11-10,S,M,Y,CITI0001,453245.0,453245,VISA653653820,,,19.37,REF000000000620,620.0,B4215,2025-11-13,2.0,HIGH,N,,CITI,CITI_BANK,2026-01-05T04:30:29.767853
CITI0000000621,AUTH00000621,453241******0427,453241,427,03/26,DISCOVER,DEBIT,2025-11-08,04:30:29,2025-11-08T04:30:29.767853,9761.55,GBP,13367.86,EUR,9.0,PREAUTH,10000.0,CITI343946,"Solanki, Amble and Sethi",5999.0,,Kochi,Nagaland,SGP,316167.0,,TRM33427,5.0,2.0,N,A285HV,0,,2025-11-08,P,U,Y,CITI0001,453242.0,453241,VISA997720148,184.72,27.55,,REF000000000621,621.0,B4888,2025-11-10,97.0,,U,,CITI,CITI_BANK,2026-01-05T04:30:29.768858
CITI0000000226,AUTH00000622,453245******1883,453245,1883,02/32,DISCOVER,DEBIT,2026-01-03,04:30:29,2026-01-03T04:30:29.768858,10681.07,INR,17194.44,,9.0,PREAUTH,90000.0,CITI412848,"Krish, Sha and Lad",,,,Tamil Nadu,USA,423787.0,"H.No. 409, Parikh Nagar",TRM84439,5.0,6.0,N,,0,,2026-01-03,P,P,N,CITI0001,453246.0,453245,VISA293586354,159.95,24.23,,REF000000000622,622.0,,2026-01-06,,,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.768858
CITI0000000623,AUTH00000623,210185******0592,210185,592,04/26,AMEX,PREPAID,2025-11-24,04:30:29,2025-11-24T04:30:29.768858,10073.08,INR,24434.64,,20.0,,10000.0,CITI925820,"Narayanan, Nagarajan and Prakash",5812.0,,,Nagaland,SGP,862952.0,,TRM29583,81.0,8.0,Y,A448PU,0,,2025-11-24,Y,,N,CITI0001,453244.0,210185,VISA699964743,,41.72,,REF000000000623,623.0,B6742,2025-11-25,68.0,,,1.0,CITI,CITI_BANK,2026-01-05T04:30:29.768858
CITI0000000624,AUTH00000624,453242******6324,453242,6324,02/28,DISCOVER,DEBIT,2025-11-26,04:30:29,2025-11-26T04:30:29.768858,5458.77,INR,,,21.0,,10000.0,,Joshi Ltd,4121.0,,Delhi,Bihar,SGP,874894.0,"819
Kuruvilla Chowk",TRM53232,2.0,6.0,N,A155YE,0,,2025-11-26,U,U,Y,CITI0001,453245.0,453242,VISA227026575,,,,REF000000000624,624.0,B1242,2025-11-28,,LOW,U,,CITI,CITI_BANK,2026-01-05T04:30:29.768858
