txn_reference_number,authorization_id,card_number,card_bin,card_last_digits,card_expiry_mmyy,card_type,card_scheme,transaction_date,transaction_time,transaction_timestamp,transaction_amount,transaction_currency,billing_amount,billing_currency,transaction_type_code,transaction_type_desc,processing_code,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city,merchant_state,merchant_country,merchant_postal_code,merchant_address,terminal_id,pos_entry_mode,pos_condition_code,card_present_flag,auth_code,response_code,response_message,auth_date,avs_result,cvv_result,cvv_provided,acquirer_id,acquirer_bin,issuer_bin,network_reference,interchange_fee,service_tax,network_fee,retrieval_reference_number,trace_number,batch_number,settlement_date,fraud_score,risk_category,3ds_authenticated,3ds_version,bank_name,data_source,record_created_at
HDFC0000000145,AUTH00000145,453211******5034,453211,5034,04/27,VISA,CREDIT,2025-12-24,23:10:56,2025-12-24T23:10:56.948041,6498.42,INR,,,00,REFUND,000000,HDFC168681,"Loke, Butala and Samra",5812,,Hyderabad,Assam,IND,139193,"28/45
Buch Zila",TRM65374,90,00,N,,91,,2025-12-24,U,M,N,HDFC0001,453214,453211,VISA712412455,61.53,9.5,8.05,REF000000000145,000145,B9237,2025-12-25,85.0,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.949012
HDFC0000000572,AUTH00000572,453212******9255,453212,9255,09/26,VISA,CREDIT,2025-12-29,23:10:57,2025-12-29T23:10:57.054347,6312.04,INR,,,20,CASH_WITHDRAWAL,000000,HDFC541420,"Bhatti, Guha and Shankar",7011,,Delhi,Assam,IND,840995,,TRM14891,05,00,N,A162SE,51,,2025-12-29,P,P,Y,HDFC0001,453212,453212,VISA876667404,32.65,19.13,2.95,REF000000000572,000572,B4970,2025-12-30,,MEDIUM,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.054347
HDFC0000000004,AUTH00000004,453214******5660,453214,5660,08/26,VISA,CREDIT,2025-12-18,23:10:56,2025-12-18T23:10:56.930085,6749.98,INR,,,00,PURCHASE,000000,HDFC522179,"Pathak, Handa and Boase",5691,,Delhi,Arunachal Pradesh,IND,570405,,TRM34050,81,00,N,A341OG,00,,2025-12-18,A,M,Y,HDFC0001,453211,453214,VISA200140141,86.38,,5.85,REF000000000004,000004,B7570,2025-12-19,21.0,MEDIUM,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.930085
HDFC0000003441,AUTH00003441,453211******3920,453211,3920,06/29,VISA,CREDIT,2025-12-14,23:10:57,2025-12-14T23:10:57.399855,4131.5,INR,,,00,PURCHASE,000000,HDFC513268,Hans and Sons,,,Jaipur,Sikkim,IND,379101,"02/94
Kar Nagar",TRM28956,81,00,N,A753WO,51,,2025-12-14,U,N,N,HDFC0001,453212,453211,VISA252159569,72.31,32.58,12.94,REF000000003441,003441,B8129,2025-12-15,49.0,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.400895
HDFC0000000928,AUTH00000928,453211******8384,453211,8384,06/29,VISA,CREDIT,2025-12-29,23:10:57,2025-12-29T23:10:57.104501,9732.28,INR,,,01,REFUND,000000,HDFC273621,"Rajagopal, Sanghvi and Iyengar",5541,,Lucknow,,IND,468996,,TRM89072,81,00,Y,A955OE,51,,2025-12-29,A,U,Y,HDFC0001,453213,453211,VISA790180381,30.15,8.18,12.33,REF000000000928,000928,B4730,2025-12-30,,HIGH,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.105509
HDFC0000002604,AUTH00002604,453213******6588,453213,6588,06/26,VISA,CREDIT,2025-12-10,23:10:57,2025-12-10T23:10:57.299482,6552.71,INR,,,01,CASH_WITHDRAWAL,000000,HDFC542555,Naidu-Dey,5732,,Jaipur,Punjab,IND,295774,"H.No. 285
Subramaniam Ganj",TRM65584,02,00,Y,A006QQ,51,,2025-12-10,N,P,Y,HDFC0001,453211,453213,VISA430727103,,44.08,,REF000000002604,002604,B8297,2025-12-11,22.0,,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.299482
HDFC0000003627,AUTH00003627,453213******8501,453213,8501,10/28,VISA,CREDIT,2025-12-13,23:10:57,2025-12-13T23:10:57.422484,383.86,INR,,,01,PURCHASE,000000,HDFC101995,"Salvi, Sur and Swamy",,,Pune,Uttar Pradesh,IND,733995,,TRM75933,81,00,N,A447BF,00,,2025-12-13,Y,N,Y,HDFC0001,453212,453213,VISA621895094,78.99,39.69,,REF000000003627,003627,B9015,2025-12-14,47.0,,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.422484
HDFC0000000890,AUTH00000890,453214******3065,453214,3065,02/30,VISA,CREDIT,2026-01-03,23:10:57,2026-01-03T23:10:57.100960,5828.06,INR,,,00,PURCHASE,000000,HDFC400727,Rao-Tella,5999,,Jaipur,Gujarat,IND,945625,,TRM33922,81,00,N,A565IS,51,,2026-01-03,N,P,N,HDFC0001,453213,453214,VISA613443780,42.42,19.46,19.01,REF000000000890,000890,B3202,2026-01-04,77.0,,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.100960
HDFC0000000082,AUTH00000082,453212******1774,453212,1774,11/30,VISA,CREDIT,2025-12-06,23:10:56,2025-12-06T23:10:56.940686,9564.09,INR,,,01,CASH_WITHDRAWAL,000000,HDFC104548,Vora Group,5411,,Jaipur,Andhra Pradesh,IND,606390,"21, Lanka Chowk",TRM33226,02,00,Y,A596PF,51,,2025-12-06,U,U,N,HDFC0001,453212,453212,VISA393771337,40.86,41.22,,REF000000000082,000082,B9393,2025-12-07,,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.940686
HDFC0000000008,AUTH00000008,453211******9654,453211,9654,12/28,VISA,CREDIT,2025-12-18,23:10:56,2025-12-18T23:10:56.933965,4392.12,INR,,,00,CASH_WITHDRAWAL,000000,HDFC704596,Kanda-Devi,5411,,Pune,,IND,664607,"H.No. 012
Sami Street",TRM97900,02,00,N,A916YM,51,,2025-12-18,U,P,Y,HDFC0001,453213,453211,VISA644518647,46.76,18.3,,REF000000000008,000008,B7888,2025-12-19,48.0,LOW,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.933965
HDFC0000003542,AUTH00003542,453211******9544,453211,9544,10/28,VISA,CREDIT,2026-01-03,23:10:57,2026-01-03T23:10:57.410032,-9267.59,INR,,,21,PURCHASE,000000,HDFC403992,"Edwin, Goda and Thakur",,,Jaipur,Sikkim,IND,808518,,TRM57529,05,00,Y,A542DN,00,,2026-01-03,N,P,N,HDFC0001,453212,453211,VISA641887944,28.03,31.73,11.26,REF000000003542,003542,B5766,2026-01-04,22.0,,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.410032
HDFC0000000031,AUTH00000031,453213******5064,453213,5064,01/29,VISA,CREDIT,2026-01-02,23:10:56,2026-01-02T23:10:56.936162,5044.97,INR,,,01,CASH_WITHDRAWAL,000000,HDFC185569,Raja Inc,5411,,Hyderabad,West Bengal,IND,781533,,TRM29142,02,00,Y,A733DW,91,,2026-01-02,N,U,N,HDFC0001,453211,453213,VISA185068029,,11.73,12.96,REF000000000031,000031,B7934,2026-01-03,,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.936162
HDFC0000001763,AUTH00001763,453211******8311,453211,8311,11/29,VISA,CREDIT,2026-01-04,23:10:57,2026-01-04T23:10:57.202332,122.69,INR,,,21,REFUND,000000,HDFC891251,Sandhu-Grewal,,,Delhi,Manipur,IND,,"H.No. 195
Rai Street",TRM70600,02,00,N,A353DS,05,,2026-01-04,U,U,N,HDFC0001,453211,453211,VISA417564590,81.66,49.89,,REF000000001763,001763,B9675,2026-01-05,,HIGH,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.202332
HDFC0000000461,AUTH00000461,453214******7684,453214,7684,02/26,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.034698,1861.51,INR,,,20,REFUND,000000,HDFC115649,Choudhry-Mody,5921,,Jaipur,Manipur,IND,624813,,TRM32245,81,00,N,A705NV,05,,2025-12-23,N,U,Y,HDFC0001,453212,453214,VISA985021510,,40.52,14.04,REF000000000461,000461,B7265,2025-12-24,58.0,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.034698
HDFC0000002905,AUTH00002905,453211******1622,453211,1622,10/30,VISA,CREDIT,2026-01-02,23:10:57,2026-01-02T23:10:57.335843,159.44,INR,,,00,CASH_WITHDRAWAL,000000,HDFC957039,"Saran, Swamy and Modi",5942,,Jaipur,Nagaland,IND,103718,"29
Palan Marg",TRM34142,81,00,Y,,51,,2026-01-02,Y,U,Y,HDFC0001,453214,453211,VISA124094438,70.25,,16.46,REF000000002905,002905,B4531,2026-01-03,31.0,HIGH,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.335843
HDFC0000001888,AUTH00001888,453211******8383,453211,8383,10/27,VISA,CREDIT,2025-12-31,23:10:57,2025-12-31T23:10:57.216854,730.44,INR,,,21,REFUND,000000,HDFC261952,"Setty, Deshpande and Swaminathan",5921,,Bangalore,Bihar,IND,993472,"H.No. 30
Dar Marg",TRM46437,05,00,N,A164XU,91,,2025-12-31,N,U,Y,HDFC0001,453213,453211,VISA568236615,,12.42,18.21,REF000000001888,001888,B7862,2026-01-01,,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.216854
HDFC0000003133,AUTH00003133,453212******9029,453212,9029,04/28,VISA,CREDIT,2025-12-31,23:10:57,2025-12-31T23:10:57.362389,4453.97,INR,,,21,PURCHASE,000000,HDFC729006,"Sood, Prakash and Kata",5411,,Delhi,Haryana,IND,,"H.No. 26
Bera Street",TRM50637,05,00,Y,A294XJ,00,,2025-12-31,A,M,N,HDFC0001,453214,453212,VISA109256214,79.09,7.21,,REF000000003133,003133,B3821,2026-01-01,,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.362389
HDFC0000001819,AUTH00001819,453211******1336,453211,1336,02/27,VISA,CREDIT,2025-12-19,23:10:57,2025-12-19T23:10:57.208597,6720.73,INR,,,20,CASH_WITHDRAWAL,000000,HDFC914203,"Choudhury, Chana and Sinha",4121,,Mumbai,West Bengal,IND,923643,,TRM89295,02,00,N,A972WA,51,,2025-12-19,P,P,N,HDFC0001,453211,453211,VISA186015581,80.27,26.23,5.81,REF000000001819,001819,B9664,2025-12-20,59.0,,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.210106
HDFC0000001932,AUTH00001932,453211******9433,453211,9433,03/26,VISA,CREDIT,2025-12-21,23:10:57,2025-12-21T23:10:57.221147,3607.95,INR,,,21,CASH_WITHDRAWAL,000000,HDFC771597,Lalla PLC,5942,,Bangalore,Tamil Nadu,IND,761386,"H.No. 766
Kapur Path",TRM73306,02,00,Y,A446UC,00,,2025-12-21,A,N,N,HDFC0001,453213,453211,VISA943381839,47.63,18.84,12.2,REF000000001932,001932,B1058,2025-12-22,90.0,MEDIUM,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.221147
HDFC0000000448,AUTH00000448,453214******1388,453214,1388,07/30,VISA,CREDIT,2025-12-10,23:10:57,2025-12-10T23:10:57.032084,460.5,INR,,,21,PURCHASE,000000,HDFC786907,"Dugar, Walla and Savant",5541,,Bangalore,Kerala,IND,366218,,TRM46612,90,00,Y,A585XA,00,,2025-12-10,U,N,Y,HDFC0001,453214,453214,VISA995752574,,16.02,,REF000000000448,000448,B3370,2025-12-11,97.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.032084
HDFC0000001946,AUTH00001946,453212******1466,453212,1466,10/26,VISA,CREDIT,2025-12-06,23:10:57,2025-12-06T23:10:57.224189,143.83,INR,,,21,CASH_WITHDRAWAL,000000,HDFC348609,Chhabra Ltd,7011,,Bangalore,Meghalaya,IND,397304,,TRM38816,02,00,Y,A197WP,51,,2025-12-06,N,P,Y,HDFC0001,453213,453212,VISA358051844,18.59,12.94,,REF000000001946,001946,B8881,2025-12-07,92.0,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.224189
HDFC0000000022,AUTH00000022,453213******9312,453213,9312,11/29,VISA,CREDIT,2025-12-17,23:10:56,2025-12-17T23:10:56.934469,9098.41,INR,,,20,REFUND,000000,HDFC528129,"Virk, Mutti and Lal",,,Mumbai,Gujarat,IND,616554,,TRM40775,02,00,N,A534ZI,91,,2025-12-17,U,N,N,HDFC0001,453211,453213,VISA995171130,46.73,6.47,9.98,REF000000000022,000022,B4868,2025-12-18,12.0,MEDIUM,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.934469
HDFC0000000030,AUTH00000030,261799******9521,261799,9521,03/27,VISA,CREDIT,2025-12-19,23:10:56,2025-12-19T23:10:56.935472,8321.88,INR,,,01,REFUND,000000,HDFC558933,"Dubey, Khalsa and Gaba",,,Hyderabad,Uttar Pradesh,IND,565776,"02, Sabharwal Path",TRM68841,02,00,Y,A342YS,91,,2025-12-19,N,P,N,HDFC0001,453214,261799,VISA926178355,44.37,48.48,16.42,REF000000000030,000030,B3267,2025-12-20,6.0,MEDIUM,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.936162
HDFC0000000849,AUTH00000849,453212******1423,453212,1423,09/29,VISA,CREDIT,2025-12-18,23:10:57,2025-12-18T23:10:57.093938,6694.66,INR,,,00,CASH_WITHDRAWAL,000000,HDFC291055,Deo Group,5999,,Ahmedabad,Arunachal Pradesh,IND,365665,"260
Iyengar",TRM15602,90,00,N,,00,,2025-12-18,U,M,Y,HDFC0001,453213,453212,VISA777705595,56.34,13.25,,REF000000000849,000849,B3858,2025-12-19,86.0,MEDIUM,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.093938
HDFC0000002109,AUTH00002109,453212******5791,453212,5791,06/29,VISA,CREDIT,2025-12-09,23:10:57,2025-12-09T23:10:57.242286,501.38,INR,,,21,PURCHASE,000000,HDFC602834,Dixit-Dasgupta,5311,,Delhi,Meghalaya,IND,289259,"H.No. 566
Keer Nagar",TRM31281,05,00,N,A616IT,00,,2025-12-09,N,P,Y,HDFC0001,453212,453212,VISA247670767,,45.72,15.28,REF000000002109,002109,B8323,2025-12-10,29.0,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.242286
HDFC0000000482,AUTH00000482,453211******2019,453211,2019,07/27,VISA,CREDIT,2025-12-11,23:10:57,2025-12-11T23:10:57.039705,5799.91,INR,,,00,CASH_WITHDRAWAL,000000,HDFC300967,"Soni, Setty and Rout",5942,,Lucknow,Manipur,IND,980075,"90/38, Johal Road",TRM98198,02,00,N,A022DP,05,,2025-12-11,A,P,Y,HDFC0001,453212,453211,VISA597840993,,46.49,16.8,REF000000000482,000482,B6045,2025-12-12,21.0,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.039705
HDFC0000000184,AUTH00000184,453212******9739,453212,9739,05/29,VISA,CREDIT,2025-12-26,23:10:56,2025-12-26T23:10:56.955089,846.16,INR,,,20,CASH_WITHDRAWAL,000000,HDFC496065,Chandran-Goyal,5311,,Pune,Chhattisgarh,IND,897257,,TRM73176,05,00,N,A753AQ,00,,2025-12-26,P,N,Y,HDFC0001,453213,453212,VISA508505332,50.82,32.27,,REF000000000184,000184,B3238,2025-12-27,25.0,,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.955089
HDFC0000000496,AUTH00000496,118905******0701,118905,0701,12/30,VISA,CREDIT,2025-12-09,23:10:57,2025-12-09T23:10:57.041704,8876.64,INR,,,00,REFUND,000000,HDFC764049,Jaggi Inc,5661,,Mumbai,Manipur,IND,111480,"82, Oak Ganj",TRM86892,05,00,Y,A784XU,00,,2025-12-09,N,M,Y,HDFC0001,453213,118905,VISA245229612,,12.11,18.97,REF000000000496,000496,B7078,2025-12-10,89.0,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.041704
HDFC0000001278,AUTH00001278,453212******1412,453212,1412,10/26,VISA,CREDIT,2025-12-14,23:10:57,2025-12-14T23:10:57.144757,5149.37,INR,,,01,CASH_WITHDRAWAL,000000,HDFC391613,"Sama, Brar and Pillay",5311,,Kolkata,Manipur,IND,709752,"68, Sawhney Street",TRM89181,02,00,N,,91,,2025-12-14,N,N,N,HDFC0001,453212,453212,VISA546114060,79.68,47.66,5.25,REF000000001278,001278,B5784,2025-12-15,6.0,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.144757
HDFC0000001793,AUTH00001793,453211******7304,453211,7304,01/30,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.204504,4763.38,INR,,,21,CASH_WITHDRAWAL,000000,HDFC239177,Rajan-Ramesh,5732,,Kolkata,Tripura,IND,189558,,TRM50565,81,00,Y,A844GU,51,,2025-12-23,P,N,Y,HDFC0001,453213,453211,VISA856488282,85.89,19.75,4.74,REF000000001793,001793,B5522,2025-12-24,,,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.204504
HDFC0000001526,AUTH00001526,453211******4806,453211,4806,02/26,VISA,CREDIT,2025-12-22,23:10:57,2025-12-22T23:10:57.175024,-3331.4,INR,,,00,REFUND,000000,HDFC197315,Doctor-Chopra,5691,,Bangalore,Jharkhand,IND,419198,,TRM10629,02,00,Y,A105LD,00,,2025-12-22,P,N,N,HDFC0001,453213,453211,VISA782781086,59.75,,8.24,REF000000001526,001526,B7166,2025-12-23,92.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.175024
HDFC0000000974,AUTH00000974,453213******5078,453213,5078,09/29,VISA,CREDIT,2026-01-04,23:10:57,2026-01-04T23:10:57.108598,2467.22,INR,,,20,REFUND,000000,HDFC298127,Gour-Keer,5661,,Mumbai,Uttarakhand,IND,866651,"79/16
Bains Street",TRM37416,02,00,Y,A223KG,05,,2026-01-04,Y,P,N,HDFC0001,453213,453213,VISA858984652,93.56,41.85,7.43,REF000000000974,000974,B9156,2026-01-05,44.0,MEDIUM,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.110104
HDFC0000001995,AUTH00001995,453213******6816,453213,6816,04/26,VISA,CREDIT,2025-12-21,23:10:57,2025-12-21T23:10:57.229116,6945.38,INR,,,00,PURCHASE,000000,HDFC344767,Ramaswamy-Munshi,5651,,Delhi,West Bengal,IND,756484,"H.No. 123, Ratti Chowk",TRM98911,81,00,Y,A317DT,91,,2025-12-21,Y,M,N,HDFC0001,453214,453213,VISA621360270,50.33,14.38,5.86,REF000000001995,001995,B2536,2025-12-22,,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.229116
HDFC0000003036,AUTH00003036,453213******4036,453213,4036,04/28,VISA,CREDIT,2025-12-22,23:10:57,2025-12-22T23:10:57.349880,2584.87,INR,,,21,PURCHASE,000000,HDFC947677,Wable-Kade,5921,,Kolkata,West Bengal,IND,804221,"H.No. 526
Grewal Nagar",TRM99002,90,00,Y,A706HE,05,,2025-12-22,P,N,Y,HDFC0001,453212,453213,VISA289692349,70.65,,14.89,REF000000003036,003036,B1182,2025-12-23,45.0,,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.349880
HDFC0000002908,AUTH00002908,453211******6340,453211,6340,01/29,VISA,CREDIT,2026-01-01,23:10:57,2026-01-01T23:10:57.335843,3957.48,INR,,,00,CASH_WITHDRAWAL,000000,HDFC543067,"Palla, Aggarwal and Baria",5691,,Jaipur,Gujarat,IND,,"H.No. 22
Grewal Nagar",TRM96539,05,00,N,A626NO,05,,2026-01-01,U,P,N,HDFC0001,453213,453211,VISA402914173,45.37,10.92,5.32,REF000000002908,002908,B8958,2026-01-02,36.0,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.335843
HDFC0000001209,AUTH00001209,453211******1732,453211,1732,02/26,VISA,CREDIT,2025-12-17,23:10:57,2025-12-17T23:10:57.136825,824.04,INR,,,00,PURCHASE,000000,HDFC814111,Krishnan-Bala,5912,,Mumbai,,IND,779791,"26
Seth Ganj",TRM50807,81,00,N,A484VO,91,,2025-12-17,P,M,Y,HDFC0001,453212,453211,VISA688741552,42.25,33.48,,REF000000001209,001209,B9672,2025-12-18,,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.136825
HDFC0000000052,AUTH00000052,453212******9650,453212,9650,08/28,VISA,CREDIT,2025-12-20,23:10:56,2025-12-20T23:10:56.938172,4334.63,INR,,,01,CASH_WITHDRAWAL,000000,HDFC436241,"Issac, Borra and Kibe",5921,,Chennai,Bihar,IND,517584,"91/905
Sangha Circle",TRM48200,90,00,Y,A518PV,51,,2025-12-20,A,P,Y,HDFC0001,453212,453212,VISA735898931,26.19,6.21,18.97,REF000000000052,000052,B4434,2025-12-21,37.0,LOW,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.938172
HDFC0000003796,AUTH00003796,453213******9966,453213,9966,11/30,VISA,CREDIT,2025-12-28,23:10:57,2025-12-28T23:10:57.444382,7451.0,INR,,,20,PURCHASE,000000,HDFC562175,Bhakta-Deshmukh,7011,,Mumbai,Kerala,IND,912645,"15/544, Manda",TRM16832,05,00,N,A099IU,51,,2025-12-28,Y,P,Y,HDFC0001,453212,453213,VISA415005689,36.7,41.21,2.55,REF000000003796,003796,B3725,2025-12-29,68.0,HIGH,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.444382
HDFC0000003168,AUTH00003168,453212******4061,453212,4061,07/30,VISA,CREDIT,2025-12-25,23:10:57,2025-12-25T23:10:57.365962,3172.61,INR,,,20,CASH_WITHDRAWAL,000000,HDFC939760,"Ganesan, Sharaf and Sandhu",,,Hyderabad,Mizoram,IND,515966,"04, Kata Street",TRM90318,05,00,Y,A573FH,51,,2025-12-25,P,N,Y,HDFC0001,453211,453212,VISA864540604,28.98,,4.85,REF000000003168,003168,B5351,2025-12-26,97.0,LOW,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.367340
HDFC0000002032,AUTH00002032,453214******0751,453214,0751,04/29,VISA,CREDIT,2025-12-30,23:10:57,2025-12-30T23:10:57.233179,8638.98,INR,,,20,PURCHASE,000000,HDFC270837,Tiwari-Virk,5942,,Mumbai,Himachal Pradesh,IND,510061,"706
Butala Marg",TRM45936,81,00,Y,A875AQ,05,,2025-12-30,A,P,N,HDFC0001,453214,453214,VISA374062344,62.82,49.79,,REF000000002032,002032,B8504,2025-12-31,26.0,,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.233179
HDFC0000001034,AUTH00001034,453214******5327,453214,5327,06/29,VISA,CREDIT,2025-12-31,23:10:57,2025-12-31T23:10:57.116520,7462.94,INR,,,20,REFUND,000000,HDFC687823,Rai-Keer,5661,,Jaipur,Rajasthan,IND,665707,,TRM49378,90,00,Y,A578QL,51,,2025-12-31,U,P,N,HDFC0001,453213,453214,VISA204440915,61.32,37.29,,REF000000001034,001034,B6455,2026-01-01,81.0,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.116520
HDFC0000003069,AUTH00003069,453214******0490,453214,0490,04/27,VISA,CREDIT,2025-12-12,23:10:57,2025-12-12T23:10:57.353878,8551.77,INR,,,01,CASH_WITHDRAWAL,000000,HDFC646044,Grover-Das,5999,,Lucknow,Maharashtra,IND,919417,,TRM98551,81,00,Y,,91,,2025-12-12,Y,U,Y,HDFC0001,453212,453214,VISA935755088,26.56,35.86,12.2,REF000000003069,003069,B1303,2025-12-13,,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.353878
HDFC0000001277,AUTH00001277,453211******1329,453211,1329,05/26,VISA,CREDIT,2025-12-27,23:10:57,2025-12-27T23:10:57.144757,4094.06,INR,,,00,REFUND,000000,HDFC398868,"Thaman, Mandal and Kothari",5812,,Chennai,Uttar Pradesh,IND,298322,"04
Jayaraman Road",TRM42407,90,00,Y,A240BP,51,,2025-12-27,P,P,N,HDFC0001,453212,453211,VISA412234703,20.77,43.46,10.34,REF000000001277,001277,B8445,2025-12-28,71.0,,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.144757
HDFC0000002999,AUTH00002999,453214******5653,453214,5653,11/26,VISA,CREDIT,2025-12-25,23:10:57,2025-12-25T23:10:57.344828,7335.55,INR,,,01,CASH_WITHDRAWAL,000000,HDFC530969,Rau Group,5651,,Chennai,Maharashtra,IND,699436,,TRM67740,90,00,Y,A560AR,00,,2025-12-25,U,M,Y,HDFC0001,453214,453214,VISA611250986,58.2,17.73,,REF000000002999,002999,B6044,2025-12-26,8.0,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.344828
HDFC0000003244,AUTH00003244,453212******6304,453212,6304,03/29,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.377772,5955.68,INR,,,21,PURCHASE,000000,HDFC861589,"Mammen, Dara and Kant",5812,,Hyderabad,Andhra Pradesh,IND,,,TRM11067,90,00,N,A078OI,05,,2025-12-23,P,N,Y,HDFC0001,453212,453212,VISA138677003,57.38,33.92,18.57,REF000000003244,003244,B1307,2025-12-24,,MEDIUM,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.377772
HDFC0000003433,AUTH00003433,453214******9213,453214,9213,05/29,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.399855,2831.29,INR,,,20,REFUND,000000,HDFC965756,"Pal, Kara and Rama",5541,,Lucknow,Andhra Pradesh,IND,967174,,TRM52478,05,00,N,A622MA,05,,2025-12-23,U,M,Y,HDFC0001,453211,453214,VISA909328473,94.89,,,REF000000003433,003433,B3905,2025-12-24,96.0,MEDIUM,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.399855
HDFC0000002977,AUTH00002977,453212******8523,453212,8523,06/28,VISA,CREDIT,2025-12-19,23:10:57,2025-12-19T23:10:57.341307,9923.92,INR,,,01,CASH_WITHDRAWAL,000000,HDFC982584,"Kapadia, Lanka and Hegde",5942,,Mumbai,Sikkim,IND,913089,"98
Modi Street",TRM65127,81,00,Y,A021HB,05,,2025-12-19,A,U,Y,HDFC0001,453212,453212,VISA793305531,,49.27,,REF000000002977,002977,B6281,2025-12-20,43.0,,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.341307
HDFC0000001701,AUTH00001701,453211******1514,453211,1514,04/29,VISA,CREDIT,2025-12-15,23:10:57,2025-12-15T23:10:57.192988,5980.39,INR,,,01,REFUND,000000,HDFC623030,Narula-Mukhopadhyay,,,Mumbai,,IND,925652,"18/227, Agarwal Street",TRM71755,90,00,Y,A028NN,00,,2025-12-15,N,P,N,HDFC0001,453213,453211,VISA167854167,57.7,27.71,11.07,REF000000001701,001701,B8245,2025-12-16,92.0,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.192988
HDFC0000001225,AUTH00001225,453212******5859,453212,5859,10/30,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.138841,4445.57,INR,,,21,PURCHASE,000000,HDFC862517,"Mahajan, Rout and Anne",5921,,Hyderabad,Maharashtra,IND,343911,,TRM39148,02,00,N,A664MX,00,,2025-12-23,N,N,N,HDFC0001,453211,453212,VISA450600219,75.83,25.63,19.14,REF000000001225,001225,B3765,2025-12-24,94.0,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.139849
